code,ciudad,fecha_datos,url,Fecha,Temperatura,Clima,Viento
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Jueves, 9 enero",20°/11°,Despejado,9Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Viernes, 10 enero",19°/12°,Despejado,6Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Sábado, 11 enero",18°/13°,Lluvia moderada a intervalos,6Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Domingo, 12 enero",17°/8°,Despejado,10Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Lunes, 13 enero",12°/7°,Cielo cubierto,10Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Martes, 14 enero",13°/6°,Parcialmente nublado,12Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Miércoles, 15 enero",14°/9°,Lluvia moderada a intervalos,16Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Jueves, 16 enero",11°/9°,Ligeras lluvias,11Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Viernes, 17 enero",14°/9°,Lluvia moderada a intervalos,13Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Sábado, 18 enero",11°/9°,Lluvia moderada,24Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Domingo, 19 enero",12°/10°,Ligeras lluvias,13Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Lunes, 20 enero",14°/7°,Parcialmente nublado,22Km/h
CDT,Castellon de la Plana,2025-01-08,https://www.tiempo3.com/europe/spain/comunidad-valenciana/castellon-de-la-plana?page=14,"Martes, 21 enero",7°/5°,Ligeras precipitaciones,11Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Miércoles, 8 enero",16°/12°,Lluvia moderada a intervalos,29Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Jueves, 9 enero",16°/11°,Lluvia moderada a intervalos,8Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Viernes, 10 enero",19°/10°,Llovizna a intervalos,8Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Sábado, 11 enero",14°/12°,Ligeras precipitaciones,3Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Domingo, 12 enero",14°/7°,Lluvia moderada a intervalos,11Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Lunes, 13 enero",9°/3°,Despejado,10Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Martes, 14 enero",9°/1°,Despejado,7Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Miércoles, 15 enero",10°/1°,Despejado,7Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Jueves, 16 enero",10°/3°,Despejado,5Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Viernes, 17 enero",11°/4°,Despejado,6Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Sábado, 18 enero",12°/5°,Despejado,7Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Domingo, 19 enero",12°/6°,Cielo cubierto,4Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Lunes, 20 enero",11°/6°,Lluvia moderada a intervalos,4Km/h
OVD,Aviles,2025-01-08,https://www.tiempo3.com/europe/spain/asturias/aviles?page=14,"Martes, 21 enero",10°/6°,Lluvia moderada a intervalos,5Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Miércoles, 8 enero",13°/9°,Lluvia moderada a intervalos,34Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Jueves, 9 enero",12°/7°,Lluvia moderada a intervalos,6Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Viernes, 10 enero",13°/6°,Parcialmente nublado,8Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Sábado, 11 enero",12°/5°,Ligeras lluvias,6Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Domingo, 12 enero",8°/-1°,Lluvia moderada a intervalos,8Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Lunes, 13 enero",5°/-3°,Neblina,5Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Martes, 14 enero",7°/-3°,Despejado,2Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Miércoles, 15 enero",9°/-2°,Cielo cubierto,3Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Jueves, 16 enero",11°/0°,Despejado,5Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Viernes, 17 enero",11°/2°,Despejado,3Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Sábado, 18 enero",11°/2°,Nublado,6Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Domingo, 19 enero",12°/3°,Parcialmente nublado,6Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Lunes, 20 enero",9°/1°,Parcialmente nublado,5Km/h
VIT,Vitoria-Gasteiz,2025-01-08,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Martes, 21 enero",1°/-1°,Fuertes nevadas,7Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Miércoles, 8 enero",16°/4°,Nublado,3Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Jueves, 9 enero",13°/6°,Lluvia moderada a intervalos,4Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Viernes, 10 enero",15°/4°,Despejado,6Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Sábado, 11 enero",14°/7°,Lluvia moderada a intervalos,10Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Domingo, 12 enero",14°/4°,Lluvia moderada a intervalos,10Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Lunes, 13 enero",8°/1°,Lluvia moderada a intervalos,5Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Martes, 14 enero",9°/-1°,Despejado,5Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Miércoles, 15 enero",9°/0°,Lluvia moderada a intervalos,8Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Jueves, 16 enero",10°/0°,Lluvia moderada a intervalos,8Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Viernes, 17 enero",9°/1°,Lluvia moderada a intervalos,7Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Sábado, 18 enero",10°/0°,Lluvia moderada a intervalos,5Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Domingo, 19 enero",7°/1°,Ligeras lluvias,8Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Lunes, 20 enero",8°/4°,Llovizna,1Km/h
GRX,Granada,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/granada?page=14,"Martes, 21 enero",6°/4°,Lluvia moderada a intervalos,7Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Miércoles, 8 enero",19°/15°,Nublado,12Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Jueves, 9 enero",21°/17°,Despejado,13Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Viernes, 10 enero",20°/17°,Despejado,19Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Sábado, 11 enero",21°/17°,Despejado,19Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Domingo, 12 enero",20°/17°,Parcialmente nublado,21Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Lunes, 13 enero",20°/18°,Lluvia moderada a intervalos,29Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Martes, 14 enero",18°/16°,Parcialmente nublado,30Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Miércoles, 15 enero",18°/17°,Despejado,26Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Jueves, 16 enero",18°/16°,Lluvia moderada a intervalos,22Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Viernes, 17 enero",18°/16°,Lluvia moderada a intervalos,23Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Sábado, 18 enero",18°/16°,Lluvia moderada a intervalos,29Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Domingo, 19 enero",19°/16°,Lluvia moderada a intervalos,22Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Lunes, 20 enero",19°/16°,Lluvia moderada a intervalos,28Km/h
FUE,Fuerteventura,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Martes, 21 enero",19°/16°,Lluvia moderada a intervalos,19Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Miércoles, 8 enero",15°/8°,Ligeras precipitaciones,15Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Jueves, 9 enero",17°/9°,Parcialmente nublado,5Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Viernes, 10 enero",17°/8°,Lluvia moderada a intervalos,6Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Sábado, 11 enero",19°/12°,Lluvia moderada a intervalos,8Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Domingo, 12 enero",18°/9°,Despejado,15Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Lunes, 13 enero",13°/5°,Despejado,10Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Martes, 14 enero",13°/2°,Despejado,9Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Miércoles, 15 enero",14°/3°,Despejado,9Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Jueves, 16 enero",15°/4°,Despejado,9Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Viernes, 17 enero",15°/5°,Parcialmente nublado,14Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Sábado, 18 enero",14°/5°,Cielo cubierto,11Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Domingo, 19 enero",13°/4°,Nublado,9Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Lunes, 20 enero",15°/9°,Cielo cubierto,14Km/h
BJZ,Badajoz,2025-01-08,https://www.tiempo3.com/europe/spain/extremadura/badajoz?page=14,"Martes, 21 enero",15°/8°,Despejado,20Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Miércoles, 8 enero",19°/8°,Cielo cubierto,5Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Jueves, 9 enero",21°/12°,Despejado,6Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Viernes, 10 enero",20°/9°,Despejado,6Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Sábado, 11 enero",21°/10°,Cielo cubierto,21Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Domingo, 12 enero",18°/8°,Soleado,8Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Lunes, 13 enero",13°/6°,Ligeras precipitaciones,5Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Martes, 14 enero",13°/5°,Cielo cubierto,10Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Miércoles, 15 enero",13°/8°,Lluvia moderada a intervalos,16Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Jueves, 16 enero",15°/7°,Lluvia moderada a intervalos,9Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Viernes, 17 enero",16°/8°,Cielo cubierto,9Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Sábado, 18 enero",15°/8°,Nublado,7Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Domingo, 19 enero",12°/10°,Ligeras lluvias,15Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Lunes, 20 enero",16°/9°,Parcialmente nublado,4Km/h
RMU,Murcia,2025-01-08,https://www.tiempo3.com/europe/spain/murcia?page=14,"Martes, 21 enero",8°/6°,Ligeras lluvias,5Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Miércoles, 8 enero",17°/9°,Cielo cubierto,26Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Jueves, 9 enero",16°/9°,Despejado,12Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Viernes, 10 enero",16°/7°,Parcialmente nublado,14Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Sábado, 11 enero",15°/10°,Llovizna a intervalos,45Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Domingo, 12 enero",12°/3°,Despejado,41Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Lunes, 13 enero",8°/0°,Despejado,10Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Martes, 14 enero",9°/-1°,Despejado,5Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Miércoles, 15 enero",11°/1°,Parcialmente nublado,2Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Jueves, 16 enero",12°/3°,Nublado,5Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Viernes, 17 enero",12°/3°,Parcialmente nublado,3Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Sábado, 18 enero",8°/4°,Llovizna,5Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Domingo, 19 enero",14°/5°,Cielo cubierto,8Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Lunes, 20 enero",12°/4°,Despejado,24Km/h
ZAZ,Zaragoza,2025-01-08,https://www.tiempo3.com/europe/spain/aragon/zaragoza?page=14,"Martes, 21 enero",4°/2°,Fuertes nevadas,17Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Miércoles, 8 enero",15°/6°,Soleado,5Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Jueves, 9 enero",17°/8°,Despejado,10Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Viernes, 10 enero",16°/6°,Despejado,7Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Sábado, 11 enero",14°/8°,Cielo cubierto,2Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Domingo, 12 enero",14°/5°,Despejado,3Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Lunes, 13 enero",9°/0°,Parcialmente nublado,4Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Martes, 14 enero",9°/0°,Parcialmente nublado,1Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Miércoles, 15 enero",11°/2°,Parcialmente nublado,2Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Jueves, 16 enero",11°/4°,Llovizna a intervalos,1Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Viernes, 17 enero",13°/5°,Despejado,3Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Sábado, 18 enero",13°/6°,Lluvia moderada a intervalos,3Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Domingo, 19 enero",13°/7°,Parcialmente nublado,2Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Lunes, 20 enero",13°/5°,Cielo cubierto,26Km/h
ILD,Lleida,2025-01-08,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Martes, 21 enero",7°/4°,Lluvia moderada a intervalos,18Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Miércoles, 8 enero",21°/13°,Nublado,10Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Jueves, 9 enero",23°/15°,Parcialmente nublado,11Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Viernes, 10 enero",23°/15°,Despejado,17Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Sábado, 11 enero",24°/15°,Despejado,19Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Domingo, 12 enero",22°/15°,Parcialmente nublado,32Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Lunes, 13 enero",21°/15°,Parcialmente nublado,35Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Martes, 14 enero",20°/14°,Lluvia moderada a intervalos,31Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Miércoles, 15 enero",21°/14°,Despejado,21Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Jueves, 16 enero",20°/13°,Lluvia moderada a intervalos,19Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Viernes, 17 enero",20°/13°,Lluvia moderada a intervalos,23Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Sábado, 18 enero",20°/13°,Ligeras precipitaciones,32Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Domingo, 19 enero",20°/14°,Lluvia moderada a intervalos,23Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Lunes, 20 enero",20°/13°,Parcialmente nublado,28Km/h
ACE,Lanzarote,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/lanzarote?page=14,"Martes, 21 enero",20°/13°,Lluvia moderada a intervalos,18Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Miércoles, 8 enero",19°/18°,Cielo cubierto,10Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Jueves, 9 enero",20°/18°,Despejado,8Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Viernes, 10 enero",20°/19°,Despejado,5Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Sábado, 11 enero",21°/19°,Despejado,6Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Domingo, 12 enero",20°/19°,Despejado,18Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Lunes, 13 enero",19°/18°,Despejado,19Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Martes, 14 enero",19°/18°,Despejado,15Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Miércoles, 15 enero",18°/17°,Soleado,8Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Jueves, 16 enero",19°/17°,Parcialmente nublado,12Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Viernes, 17 enero",18°/17°,Despejado,13Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Sábado, 18 enero",18°/17°,Lluvia moderada a intervalos,19Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Domingo, 19 enero",17°/16°,Lluvia moderada a intervalos,19Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Lunes, 20 enero",18°/17°,Lluvia moderada a intervalos,15Km/h
GMZ,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Martes, 21 enero",18°/17°,Lluvia moderada a intervalos,25Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Miércoles, 8 enero",9°/7°,Lluvia moderada a intervalos,27Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Jueves, 9 enero",12°/6°,Nublado,12Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Viernes, 10 enero",14°/4°,Cielo cubierto,13Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Sábado, 11 enero",15°/8°,Lluvia moderada a intervalos,6Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Domingo, 12 enero",11°/3°,Parcialmente nublado,13Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Lunes, 13 enero",7°/-3°,Despejado,12Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Martes, 14 enero",9°/-2°,Despejado,6Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Miércoles, 15 enero",10°/-1°,Despejado,6Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Jueves, 16 enero",10°/0°,Despejado,6Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Viernes, 17 enero",11°/1°,Parcialmente nublado,12Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Sábado, 18 enero",10°/1°,Parcialmente nublado,18Km/h
