code,ciudad,fecha_datos,fecha_prevision,t_max,t_min,Clima,Viento
VGO,Vigo,2025-01-07,2025-01-14,12°,9°,Lluvia moderada a intervalos,6Km/h
VGO,Vigo,2025-01-07,2025-01-15,12°,8°,Cielo cubierto,5Km/h
VGO,Vigo,2025-01-07,2025-01-16,13°,6°,Despejado,9Km/h
VGO,Vigo,2025-01-07,2025-01-17,12°,6°,Soleado,5Km/h
VGO,Vigo,2025-01-07,2025-01-18,13°,6°,Soleado,8Km/h
VGO,Vigo,2025-01-07,2025-01-19,6°,6°,Parcialmente nublado,11Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-7,16°,7°,Parcialmente nublado,22Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-8,19°,11°,Nublado,18Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-9,18°,12°,Cielo cubierto,15Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-10,16°,10°,Parcialmente nublado,4Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-11,16°,8°,Cielo cubierto,9Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-12,11°,4°,Parcialmente nublado,4Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-13,12°,5°,Parcialmente nublado,6Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-14,13°,9°,Lluvia moderada a intervalos,14Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-15,12°,9°,Lluvia moderada a intervalos,10Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-16,12°,9°,Ligeras lluvias,10Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-17,14°,10°,Cielo cubierto,10Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-18,15°,11°,Ligeras precipitaciones,7Km/h
CDT,Castellon de la Plana,2025-01-07,2025-01-19,8°,5°,Parcialmente nublado,8Km/h
OVD,Aviles,2025-01-07,2025-01-7,15°,7°,Ligeras lluvias,18Km/h
OVD,Aviles,2025-01-07,2025-01-8,15°,11°,Llovizna a intervalos,19Km/h
OVD,Aviles,2025-01-07,2025-01-9,15°,9°,Ligeras precipitaciones,17Km/h
OVD,Aviles,2025-01-07,2025-01-10,10°,6°,Cielo cubierto,4Km/h
OVD,Aviles,2025-01-07,2025-01-11,12°,8°,Parcialmente nublado,7Km/h
OVD,Aviles,2025-01-07,2025-01-12,13°,6°,Despejado,9Km/h
OVD,Aviles,2025-01-07,2025-01-13,8°,6°,Lluvia moderada a intervalos,4Km/h
OVD,Aviles,2025-01-07,2025-01-14,9°,6°,Lluvia moderada a intervalos,10Km/h
OVD,Aviles,2025-01-07,2025-01-15,11°,5°,Despejado,5Km/h
OVD,Aviles,2025-01-07,2025-01-16,12°,6°,Parcialmente nublado,5Km/h
OVD,Aviles,2025-01-07,2025-01-17,11°,5°,Despejado,6Km/h
OVD,Aviles,2025-01-07,2025-01-18,12°,5°,Despejado,6Km/h
OVD,Aviles,2025-01-07,2025-01-19,4°,1°,Parcialmente nublado,6Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-7,11°,1°,Lluvia moderada a intervalos,30Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-8,13°,9°,Parcialmente nublado,31Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-9,11°,8°,Lluvia moderada a intervalos,16Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-10,5°,1°,Chubascos de nieve fuertes o moderados,3Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-11,6°,-1°,Parcialmente nublado,7Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-12,5°,-1°,Neblina,6Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-13,4°,0°,Lluvia moderada a intervalos,4Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-14,5°,-1°,Cielo cubierto,3Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-15,9°,0°,Soleado,7Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-16,8°,3°,Lluvia moderada a intervalos,8Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-17,7°,6°,Llovizna,8Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-18,8°,3°,Ligeras precipitaciones,3Km/h
VIT,Vitoria-Gasteiz,2025-01-07,2025-01-19,4°,3°,Parcialmente nublado,2Km/h
GRX,Granada,2025-01-07,2025-01-7,9°,1°,Soleado,1Km/h
GRX,Granada,2025-01-07,2025-01-8,15°,5°,Nublado,9Km/h
GRX,Granada,2025-01-07,2025-01-9,11°,6°,Lluvia moderada a intervalos,4Km/h
GRX,Granada,2025-01-07,2025-01-10,13°,6°,Lluvia moderada a intervalos,7Km/h
GRX,Granada,2025-01-07,2025-01-11,14°,4°,Cielo cubierto,13Km/h
GRX,Granada,2025-01-07,2025-01-12,9°,0°,Parcialmente nublado,2Km/h
GRX,Granada,2025-01-07,2025-01-13,7°,-1°,Cielo cubierto,2Km/h
GRX,Granada,2025-01-07,2025-01-14,10°,1°,Despejado,4Km/h
GRX,Granada,2025-01-07,2025-01-15,7°,-1°,Lluvia moderada a intervalos,3Km/h
GRX,Granada,2025-01-07,2025-01-16,10°,1°,Lluvia moderada a intervalos,6Km/h
GRX,Granada,2025-01-07,2025-01-17,12°,4°,Llovizna a intervalos,1Km/h
GRX,Granada,2025-01-07,2025-01-18,12°,3°,Lluvia moderada a intervalos,4Km/h
GRX,Granada,2025-01-07,2025-01-19,4°,4°,Parcialmente nublado,4Km/h
FUE,Fuerteventura,2025-01-07,2025-01-7,19°,17°,Despejado,7Km/h
FUE,Fuerteventura,2025-01-07,2025-01-8,20°,16°,Cielo cubierto,14Km/h
FUE,Fuerteventura,2025-01-07,2025-01-9,20°,17°,Despejado,23Km/h
FUE,Fuerteventura,2025-01-07,2025-01-10,20°,17°,Lluvia moderada a intervalos,27Km/h
FUE,Fuerteventura,2025-01-07,2025-01-11,20°,17°,Lluvia moderada a intervalos,33Km/h
FUE,Fuerteventura,2025-01-07,2025-01-12,20°,17°,Parcialmente nublado,34Km/h
FUE,Fuerteventura,2025-01-07,2025-01-13,19°,17°,Despejado,32Km/h
FUE,Fuerteventura,2025-01-07,2025-01-14,19°,17°,Lluvia moderada a intervalos,25Km/h
FUE,Fuerteventura,2025-01-07,2025-01-15,18°,16°,Lluvia moderada a intervalos,5Km/h
FUE,Fuerteventura,2025-01-07,2025-01-16,18°,16°,Parcialmente nublado,17Km/h
FUE,Fuerteventura,2025-01-07,2025-01-17,20°,16°,Despejado,29Km/h
FUE,Fuerteventura,2025-01-07,2025-01-18,19°,16°,Despejado,23Km/h
FUE,Fuerteventura,2025-01-07,2025-01-19,16°,13°,Parcialmente nublado,18Km/h
BJZ,Badajoz,2025-01-07,2025-01-7,15°,6°,Nublado,13Km/h
BJZ,Badajoz,2025-01-07,2025-01-8,16°,8°,Ligeras lluvias,11Km/h
BJZ,Badajoz,2025-01-07,2025-01-9,15°,9°,Lluvia moderada a intervalos,13Km/h
BJZ,Badajoz,2025-01-07,2025-01-10,17°,8°,Neblina,8Km/h
BJZ,Badajoz,2025-01-07,2025-01-11,18°,8°,Cielo cubierto,10Km/h
BJZ,Badajoz,2025-01-07,2025-01-12,15°,6°,Parcialmente nublado,8Km/h
BJZ,Badajoz,2025-01-07,2025-01-13,11°,5°,Cielo cubierto,8Km/h
BJZ,Badajoz,2025-01-07,2025-01-14,13°,6°,Cielo cubierto,9Km/h
BJZ,Badajoz,2025-01-07,2025-01-15,13°,5°,Cielo cubierto,9Km/h
BJZ,Badajoz,2025-01-07,2025-01-16,12°,6°,Lluvia moderada a intervalos,12Km/h
BJZ,Badajoz,2025-01-07,2025-01-17,11°,8°,Lluvia moderada a intervalos,6Km/h
BJZ,Badajoz,2025-01-07,2025-01-18,13°,4°,Nublado,7Km/h
BJZ,Badajoz,2025-01-07,2025-01-19,6°,6°,Parcialmente nublado,12Km/h
RMU,Murcia,2025-01-07,2025-01-7,17°,7°,Soleado,10Km/h
RMU,Murcia,2025-01-07,2025-01-8,19°,9°,Cielo cubierto,4Km/h
RMU,Murcia,2025-01-07,2025-01-9,20°,13°,Parcialmente nublado,12Km/h
RMU,Murcia,2025-01-07,2025-01-10,19°,11°,Despejado,14Km/h
RMU,Murcia,2025-01-07,2025-01-11,18°,8°,Parcialmente nublado,12Km/h
RMU,Murcia,2025-01-07,2025-01-12,12°,4°,Parcialmente nublado,4Km/h
RMU,Murcia,2025-01-07,2025-01-13,13°,2°,Despejado,6Km/h
RMU,Murcia,2025-01-07,2025-01-14,12°,5°,Lluvia moderada a intervalos,9Km/h
RMU,Murcia,2025-01-07,2025-01-15,13°,7°,Lluvia moderada a intervalos,9Km/h
RMU,Murcia,2025-01-07,2025-01-16,15°,10°,Parcialmente nublado,8Km/h
RMU,Murcia,2025-01-07,2025-01-17,16°,9°,Cielo cubierto,7Km/h
RMU,Murcia,2025-01-07,2025-01-18,17°,10°,Lluvia moderada a intervalos,6Km/h
RMU,Murcia,2025-01-07,2025-01-19,8°,8°,Parcialmente nublado,5Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-7,11°,4°,Lluvia moderada a intervalos,41Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-8,16°,10°,Parcialmente nublado,20Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-9,14°,9°,Parcialmente nublado,21Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-10,8°,5°,Despejado,37Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-11,8°,4°,Parcialmente nublado,44Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-12,8°,2°,Despejado,20Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-13,8°,0°,Despejado,9Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-14,9°,1°,Nublado,4Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-15,10°,3°,Cielo cubierto,8Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-16,8°,5°,Ligeras lluvias,6Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-17,11°,7°,Llovizna,20Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-18,9°,4°,Ligeras precipitaciones,7Km/h
ZAZ,Zaragoza,2025-01-07,2025-01-19,5°,4°,Parcialmente nublado,5Km/h
ILD,Lleida,2025-01-07,2025-01-7,12°,5°,Lluvia moderada a intervalos,3Km/h
ILD,Lleida,2025-01-07,2025-01-8,15°,7°,Soleado,5Km/h
ILD,Lleida,2025-01-07,2025-01-9,14°,8°,Lluvia moderada a intervalos,13Km/h
ILD,Lleida,2025-01-07,2025-01-10,12°,4°,Despejado,8Km/h
ILD,Lleida,2025-01-07,2025-01-11,10°,1°,Parcialmente nublado,6Km/h
ILD,Lleida,2025-01-07,2025-01-12,6°,-3°,Parcialmente nublado,5Km/h
ILD,Lleida,2025-01-07,2025-01-13,8°,-1°,Parcialmente nublado,2Km/h
ILD,Lleida,2025-01-07,2025-01-14,10°,4°,Lluvia moderada a intervalos,3Km/h
ILD,Lleida,2025-01-07,2025-01-15,10°,6°,Cielos tormentosos en las aproximaciones,10Km/h
ILD,Lleida,2025-01-07,2025-01-16,9°,8°,Ligeras lluvias,10Km/h
ILD,Lleida,2025-01-07,2025-01-17,14°,8°,Cielo cubierto,13Km/h
ILD,Lleida,2025-01-07,2025-01-18,10°,9°,Ligeras lluvias,3Km/h
ILD,Lleida,2025-01-07,2025-01-19,8°,8°,Parcialmente nublado,4Km/h
ACE,Lanzarote,2025-01-07,2025-01-7,22°,14°,Parcialmente nublado,5Km/h
ACE,Lanzarote,2025-01-07,2025-01-8,22°,14°,Nublado,13Km/h
ACE,Lanzarote,2025-01-07,2025-01-9,23°,15°,Despejado,20Km/h
ACE,Lanzarote,2025-01-07,2025-01-10,22°,15°,Lluvia moderada a intervalos,30Km/h
ACE,Lanzarote,2025-01-07,2025-01-11,22°,16°,Lluvia moderada a intervalos,36Km/h
ACE,Lanzarote,2025-01-07,2025-01-12,22°,15°,Parcialmente nublado,39Km/h
ACE,Lanzarote,2025-01-07,2025-01-13,21°,15°,Parcialmente nublado,35Km/h
ACE,Lanzarote,2025-01-07,2025-01-14,21°,14°,Ligeras precipitaciones,25Km/h
ACE,Lanzarote,2025-01-07,2025-01-15,20°,13°,Lluvia moderada a intervalos,8Km/h
ACE,Lanzarote,2025-01-07,2025-01-16,20°,13°,Parcialmente nublado,12Km/h
ACE,Lanzarote,2025-01-07,2025-01-17,21°,14°,Despejado,28Km/h
ACE,Lanzarote,2025-01-07,2025-01-18,21°,14°,Despejado,24Km/h
ACE,Lanzarote,2025-01-07,2025-01-19,14°,14°,Parcialmente nublado,17Km/h
GMZ,La Gomera,2025-01-07,2025-01-7,19°,18°,Parcialmente nublado,6Km/h
GMZ,La Gomera,2025-01-07,2025-01-8,20°,18°,Nublado,11Km/h
GMZ,La Gomera,2025-01-07,2025-01-9,20°,19°,Despejado,12Km/h
GMZ,La Gomera,2025-01-07,2025-01-10,20°,19°,Despejado,13Km/h
GMZ,La Gomera,2025-01-07,2025-01-11,20°,19°,Despejado,19Km/h
GMZ,La Gomera,2025-01-07,2025-01-12,20°,19°,Despejado,26Km/h
GMZ,La Gomera,2025-01-07,2025-01-13,20°,18°,Despejado,27Km/h
GMZ,La Gomera,2025-01-07,2025-01-14,19°,17°,Lluvia moderada a intervalos,15Km/h
GMZ,La Gomera,2025-01-07,2025-01-15,17°,17°,Lluvia moderada a intervalos,12Km/h
GMZ,La Gomera,2025-01-07,2025-01-16,18°,17°,Lluvia moderada a intervalos,7Km/h
GMZ,La Gomera,2025-01-07,2025-01-17,19°,17°,Despejado,21Km/h
GMZ,La Gomera,2025-01-07,2025-01-18,19°,17°,Despejado,19Km/h
GMZ,La Gomera,2025-01-07,2025-01-19,18°,15°,Parcialmente nublado,19Km/h
SLM,Salamanca,2025-01-07,2025-01-7,8°,3°,Lluvia moderada a intervalos,33Km/h
SLM,Salamanca,2025-01-07,2025-01-8,9°,7°,Llovizna a intervalos,19Km/h
SLM,Salamanca,2025-01-07,2025-01-9,9°,7°,Llovizna,22Km/h
SLM,Salamanca,2025-01-07,2025-01-10,9°,3°,Neblina,5Km/h
SLM,Salamanca,2025-01-07,2025-01-11,10°,3°,Despejado,11Km/h
SLM,Salamanca,2025-01-07,2025-01-12,8°,0°,Despejado,7Km/h
SLM,Salamanca,2025-01-07,2025-01-13,6°,1°,Fuertes nevadas,6Km/h
SLM,Salamanca,2025-01-07,2025-01-14,5°,1°,Parcialmente nublado,6Km/h
SLM,Salamanca,2025-01-07,2025-01-15,7°,3°,Lluvia moderada a intervalos,4Km/h
SLM,Salamanca,2025-01-07,2025-01-16,8°,1°,Parcialmente nublado,10Km/h
SLM,Salamanca,2025-01-07,2025-01-17,5°,3°,Llovizna,2Km/h
SLM,Salamanca,2025-01-07,2025-01-18,8°,2°,Parcialmente nublado,10Km/h
SLM,Salamanca,2025-01-07,2025-01-19,0°,-3°,Parcialmente nublado,11Km/h
XRY,Jerez,2025-01-07,2025-01-7,16°,9°,Parcialmente nublado,2Km/h
XRY,Jerez,2025-01-07,2025-01-8,18°,10°,Cielo cubierto,27Km/h
XRY,Jerez,2025-01-07,2025-01-9,17°,14°,Lluvia moderada a intervalos,16Km/h
XRY,Jerez,2025-01-07,2025-01-10,17°,12°,Neblina,9Km/h
XRY,Jerez,2025-01-07,2025-01-11,17°,10°,Parcialmente nublado,15Km/h
XRY,Jerez,2025-01-07,2025-01-12,14°,9°,Cielo cubierto,8Km/h
XRY,Jerez,2025-01-07,2025-01-13,12°,7°,Nublado,10Km/h
XRY,Jerez,2025-01-07,2025-01-14,13°,9°,Llovizna,6Km/h
XRY,Jerez,2025-01-07,2025-01-15,14°,8°,Llovizna,10Km/h
XRY,Jerez,2025-01-07,2025-01-16,13°,10°,Ligeras precipitaciones,16Km/h
XRY,Jerez,2025-01-07,2025-01-17,13°,11°,Lluvias fuertes o moderadas,8Km/h
XRY,Jerez,2025-01-07,2025-01-18,15°,9°,Soleado,9Km/h
XRY,Jerez,2025-01-07,2025-01-19,10°,10°,Parcialmente nublado,8Km/h
VLL,Valladolid,2025-01-07,2025-01-7,10°,2°,Lluvia moderada a intervalos,35Km/h
VLL,Valladolid,2025-01-07,2025-01-8,12°,7°,Llovizna,29Km/h
VLL,Valladolid,2025-01-07,2025-01-9,9°,7°,Ligeras lluvias,25Km/h
VLL,Valladolid,2025-01-07,2025-01-10,8°,2°,Despejado,4Km/h
VLL,Valladolid,2025-01-07,2025-01-11,10°,3°,Despejado,9Km/h
VLL,Valladolid,2025-01-07,2025-01-12,10°,1°,Despejado,13Km/h
VLL,Valladolid,2025-01-07,2025-01-13,7°,1°,Ligeras precipitaciones de aguanieve,5Km/h
VLL,Valladolid,2025-01-07,2025-01-14,9°,2°,Soleado,8Km/h
VLL,Valladolid,2025-01-07,2025-01-15,8°,2°,Parcialmente nublado,4Km/h
VLL,Valladolid,2025-01-07,2025-01-16,9°,1°,Despejado,11Km/h
VLL,Valladolid,2025-01-07,2025-01-17,7°,3°,Llovizna,6Km/h
VLL,Valladolid,2025-01-07,2025-01-18,8°,3°,Parcialmente nublado,8Km/h
VLL,Valladolid,2025-01-07,2025-01-19,0°,0°,Parcialmente nublado,9Km/h
LEN,León,2025-01-07,2025-01-7,9°,1°,Llovizna,22Km/h
LEN,León,2025-01-07,2025-01-8,9°,6°,Ligeras lluvias,27Km/h
LEN,León,2025-01-07,2025-01-9,9°,6°,Lluvia moderada a intervalos,15Km/h
LEN,León,2025-01-07,2025-01-10,8°,1°,Parcialmente nublado,4Km/h
LEN,León,2025-01-07,2025-01-11,11°,2°,Cielo cubierto,7Km/h
LEN,León,2025-01-07,2025-01-12,12°,1°,Parcialmente nublado,12Km/h
LEN,León,2025-01-07,2025-01-13,6°,2°,Nieve moderada,4Km/h
LEN,León,2025-01-07,2025-01-14,7°,1°,Neblina,5Km/h
LEN,León,2025-01-07,2025-01-15,7°,0°,Parcialmente nublado,7Km/h
LEN,León,2025-01-07,2025-01-16,8°,1°,Parcialmente nublado,8Km/h
LEN,León,2025-01-07,2025-01-17,4°,1°,Lluvia moderada a intervalos,1Km/h
LEN,León,2025-01-07,2025-01-18,7°,1°,Despejado,5Km/h
LEN,León,2025-01-07,2025-01-19,0°,0°,Parcialmente nublado,8Km/h
RGS,Burgos,2025-01-07,2025-01-7,8°,0°,Fuertes nevadas,37Km/h
RGS,Burgos,2025-01-07,2025-01-8,10°,6°,Llovizna,31Km/h
RGS,Burgos,2025-01-07,2025-01-9,8°,6°,Ligeras precipitaciones,19Km/h
RGS,Burgos,2025-01-07,2025-01-10,5°,1°,Parcialmente nublado,4Km/h
RGS,Burgos,2025-01-07,2025-01-11,6°,2°,Nublado,15Km/h
RGS,Burgos,2025-01-07,2025-01-12,7°,0°,Parcialmente nublado,14Km/h
RGS,Burgos,2025-01-07,2025-01-13,4°,-1°,Fuertes nevadas,10Km/h
RGS,Burgos,2025-01-07,2025-01-14,6°,-2°,Parcialmente nublado,9Km/h
RGS,Burgos,2025-01-07,2025-01-15,8°,-1°,Parcialmente nublado,6Km/h
RGS,Burgos,2025-01-07,2025-01-16,8°,-1°,Parcialmente nublado,9Km/h
RGS,Burgos,2025-01-07,2025-01-17,5°,1°,Ligeras precipitaciones de aguanieve,8Km/h
RGS,Burgos,2025-01-07,2025-01-18,7°,2°,Lluvia moderada a intervalos,3Km/h
RGS,Burgos,2025-01-07,2025-01-19,0°,0°,Parcialmente nublado,6Km/h
VDE,La Gomera,2025-01-07,2025-01-7,19°,18°,Parcialmente nublado,6Km/h
VDE,La Gomera,2025-01-07,2025-01-8,20°,18°,Nublado,11Km/h
VDE,La Gomera,2025-01-07,2025-01-9,20°,19°,Despejado,12Km/h
VDE,La Gomera,2025-01-07,2025-01-10,20°,19°,Despejado,13Km/h
VDE,La Gomera,2025-01-07,2025-01-11,20°,19°,Despejado,19Km/h
VDE,La Gomera,2025-01-07,2025-01-12,20°,19°,Despejado,26Km/h
VDE,La Gomera,2025-01-07,2025-01-13,20°,18°,Despejado,27Km/h
VDE,La Gomera,2025-01-07,2025-01-14,19°,17°,Lluvia moderada a intervalos,15Km/h
VDE,La Gomera,2025-01-07,2025-01-15,17°,17°,Lluvia moderada a intervalos,12Km/h
VDE,La Gomera,2025-01-07,2025-01-16,18°,17°,Lluvia moderada a intervalos,7Km/h
VDE,La Gomera,2025-01-07,2025-01-17,19°,17°,Despejado,21Km/h
VDE,La Gomera,2025-01-07,2025-01-18,19°,17°,Despejado,19Km/h
VDE,La Gomera,2025-01-07,2025-01-19,18°,15°,Parcialmente nublado,19Km/h
