code,ciudad,fecha_datos,fecha_prevision,t_max,t_min,Clima,Viento
SPC,La Palma,2025-01-07,2025-01-9,19°,15°,Despejado,17Km/h
SPC,La Palma,2025-01-07,2025-01-10,18°,13°,Despejado,17Km/h
SPC,La Palma,2025-01-07,2025-01-11,18°,11°,Cielo cubierto,13Km/h
SPC,La Palma,2025-01-07,2025-01-12,12°,7°,Cielo cubierto,5Km/h
SPC,La Palma,2025-01-07,2025-01-13,12°,7°,Despejado,11Km/h
SPC,La Palma,2025-01-07,2025-01-14,13°,9°,Lluvia moderada a intervalos,16Km/h
SPC,La Palma,2025-01-07,2025-01-15,14°,9°,Lluvia moderada a intervalos,15Km/h
SPC,La Palma,2025-01-07,2025-01-16,15°,12°,Parcialmente nublado,13Km/h
SPC,La Palma,2025-01-07,2025-01-17,15°,12°,Cielo cubierto,10Km/h
SPC,La Palma,2025-01-07,2025-01-18,16°,11°,Lluvia moderada a intervalos,5Km/h
SPC,La Palma,2025-01-07,2025-01-19,11°,11°,Parcialmente nublado,12Km/h
RJL,Logroño,2025-01-07,2025-01-7,9°,1°,Lluvia moderada a intervalos,10Km/h
RJL,Logroño,2025-01-07,2025-01-8,14°,4°,Cielo cubierto,11Km/h
RJL,Logroño,2025-01-07,2025-01-9,13°,4°,Lluvia moderada a intervalos,17Km/h
RJL,Logroño,2025-01-07,2025-01-10,7°,0°,Lluvia moderada a intervalos,12Km/h
RJL,Logroño,2025-01-07,2025-01-11,8°,0°,Parcialmente nublado,12Km/h
RJL,Logroño,2025-01-07,2025-01-12,7°,-1°,Cielo cubierto,12Km/h
RJL,Logroño,2025-01-07,2025-01-13,5°,-1°,Llovizna,4Km/h
RJL,Logroño,2025-01-07,2025-01-14,8°,0°,Parcialmente nublado,3Km/h
RJL,Logroño,2025-01-07,2025-01-15,9°,-1°,Parcialmente nublado,7Km/h
RJL,Logroño,2025-01-07,2025-01-16,8°,2°,Neblina,10Km/h
RJL,Logroño,2025-01-07,2025-01-17,8°,3°,Llovizna,8Km/h
RJL,Logroño,2025-01-07,2025-01-18,10°,4°,Llovizna,3Km/h
RJL,Logroño,2025-01-07,2025-01-19,5°,4°,Parcialmente nublado,6Km/h
MLN,Melilla,2025-01-07,2025-01-7,16°,13°,Parcialmente nublado,5Km/h
MLN,Melilla,2025-01-07,2025-01-8,18°,13°,Cielo cubierto,6Km/h
MLN,Melilla,2025-01-07,2025-01-9,17°,14°,Parcialmente nublado,18Km/h
MLN,Melilla,2025-01-07,2025-01-10,16°,14°,Lluvia moderada a intervalos,16Km/h
MLN,Melilla,2025-01-07,2025-01-11,16°,13°,Cielo cubierto,6Km/h
MLN,Melilla,2025-01-07,2025-01-12,14°,11°,Cielo cubierto,9Km/h
MLN,Melilla,2025-01-07,2025-01-13,13°,9°,Parcialmente nublado,6Km/h
MLN,Melilla,2025-01-07,2025-01-14,13°,9°,Cielo cubierto,20Km/h
MLN,Melilla,2025-01-07,2025-01-15,16°,10°,Cielo cubierto,7Km/h
MLN,Melilla,2025-01-07,2025-01-16,18°,11°,Soleado,12Km/h
MLN,Melilla,2025-01-07,2025-01-17,19°,13°,Parcialmente nublado,12Km/h
MLN,Melilla,2025-01-07,2025-01-18,17°,14°,Despejado,8Km/h
MLN,Melilla,2025-01-07,2025-01-19,14°,13°,Parcialmente nublado,8Km/h
MAH,Mahon,2025-01-07,2025-01-7,14°,12°,Lluvia moderada a intervalos,39Km/h
MAH,Mahon,2025-01-07,2025-01-8,16°,14°,Despejado,38Km/h
MAH,Mahon,2025-01-07,2025-01-9,16°,14°,Parcialmente nublado,17Km/h
MAH,Mahon,2025-01-07,2025-01-10,14°,11°,Ligeras precipitaciones,51Km/h
MAH,Mahon,2025-01-07,2025-01-11,11°,9°,Lluvia moderada a intervalos,59Km/h
MAH,Mahon,2025-01-07,2025-01-12,9°,8°,Ligeras lluvias,50Km/h
MAH,Mahon,2025-01-07,2025-01-13,12°,10°,Ligeras precipitaciones,17Km/h
MAH,Mahon,2025-01-07,2025-01-14,13°,12°,Ligeras precipitaciones,21Km/h
MAH,Mahon,2025-01-07,2025-01-15,14°,12°,Lluvia moderada a intervalos,20Km/h
MAH,Mahon,2025-01-07,2025-01-16,15°,14°,Ligeras precipitaciones,19Km/h
MAH,Mahon,2025-01-07,2025-01-17,15°,14°,Cielo cubierto,16Km/h
MAH,Mahon,2025-01-07,2025-01-18,15°,14°,Nublado,14Km/h
MAH,Mahon,2025-01-07,2025-01-19,13°,10°,Parcialmente nublado,10Km/h
PMI,Palma,2025-01-07,2025-01-7,13°,10°,Despejado,26Km/h
PMI,Palma,2025-01-07,2025-01-8,17°,12°,Cielo cubierto,21Km/h
PMI,Palma,2025-01-07,2025-01-9,16°,13°,Lluvia moderada a intervalos,23Km/h
PMI,Palma,2025-01-07,2025-01-10,13°,8°,Parcialmente nublado,12Km/h
PMI,Palma,2025-01-07,2025-01-11,11°,6°,Lluvia moderada a intervalos,15Km/h
PMI,Palma,2025-01-07,2025-01-12,11°,6°,Cielo cubierto,21Km/h
PMI,Palma,2025-01-07,2025-01-13,10°,7°,Ligeras lluvias,10Km/h
PMI,Palma,2025-01-07,2025-01-14,13°,9°,Ligeras precipitaciones,18Km/h
PMI,Palma,2025-01-07,2025-01-15,13°,9°,Ligeras precipitaciones,12Km/h
PMI,Palma,2025-01-07,2025-01-16,16°,10°,Ligeras precipitaciones,10Km/h
PMI,Palma,2025-01-07,2025-01-17,17°,10°,Cielo cubierto,10Km/h
PMI,Palma,2025-01-07,2025-01-18,16°,11°,Lluvia moderada a intervalos,9Km/h
PMI,Palma,2025-01-07,2025-01-19,10°,10°,Parcialmente nublado,9Km/h
PNA,Pamplona,2025-01-07,2025-01-7,5°,2°,Ligeras lluvias,10Km/h
PNA,Pamplona,2025-01-07,2025-01-8,11°,5°,Parcialmente nublado,13Km/h
PNA,Pamplona,2025-01-07,2025-01-9,10°,5°,Lluvia moderada a intervalos,8Km/h
PNA,Pamplona,2025-01-07,2025-01-10,4°,-2°,Ligeras precipitaciones de nieve,10Km/h
PNA,Pamplona,2025-01-07,2025-01-11,5°,-2°,Soleado,14Km/h
PNA,Pamplona,2025-01-07,2025-01-12,5°,-3°,Despejado,15Km/h
PNA,Pamplona,2025-01-07,2025-01-13,5°,-1°,Cielo cubierto,6Km/h
PNA,Pamplona,2025-01-07,2025-01-14,7°,-2°,Parcialmente nublado,4Km/h
PNA,Pamplona,2025-01-07,2025-01-15,8°,0°,Cielo cubierto,5Km/h
PNA,Pamplona,2025-01-07,2025-01-16,6°,4°,Lluvia moderada a intervalos,4Km/h
PNA,Pamplona,2025-01-07,2025-01-17,8°,4°,Llovizna,9Km/h
PNA,Pamplona,2025-01-07,2025-01-18,5°,3°,Ligeras lluvias,2Km/h
PNA,Pamplona,2025-01-07,2025-01-19,4°,4°,Parcialmente nublado,5Km/h
EAS,San Sebastian,2025-01-07,2025-01-7,19°,18°,Despejado,6Km/h
EAS,San Sebastian,2025-01-07,2025-01-8,20°,18°,Nublado,11Km/h
EAS,San Sebastian,2025-01-07,2025-01-9,20°,19°,Despejado,12Km/h
EAS,San Sebastian,2025-01-07,2025-01-10,20°,19°,Despejado,13Km/h
EAS,San Sebastian,2025-01-07,2025-01-11,20°,19°,Despejado,19Km/h
EAS,San Sebastian,2025-01-07,2025-01-12,20°,19°,Despejado,26Km/h
EAS,San Sebastian,2025-01-07,2025-01-13,20°,18°,Despejado,27Km/h
EAS,San Sebastian,2025-01-07,2025-01-14,19°,17°,Lluvia moderada a intervalos,15Km/h
EAS,San Sebastian,2025-01-07,2025-01-15,17°,17°,Lluvia moderada a intervalos,12Km/h
EAS,San Sebastian,2025-01-07,2025-01-16,18°,17°,Lluvia moderada a intervalos,7Km/h
EAS,San Sebastian,2025-01-07,2025-01-17,19°,17°,Despejado,21Km/h
EAS,San Sebastian,2025-01-07,2025-01-18,19°,17°,Despejado,19Km/h
EAS,San Sebastian,2025-01-07,2025-01-19,18°,15°,Parcialmente nublado,19Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-7,13°,5°,Lluvias con tormenta fuertes o moderadas en la región,19Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-8,13°,9°,Lluvia moderada,17Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-9,12°,7°,Ligeras precipitaciones,4Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-10,11°,4°,Niebla moderada,2Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-11,14°,6°,Niebla moderada,5Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-12,14°,4°,Despejado,4Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-13,12°,5°,Ligeras lluvias,7Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-14,11°,5°,Niebla moderada,5Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-15,11°,5°,Nublado,2Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-16,12°,3°,Neblina,3Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-17,11°,2°,Neblina,3Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-18,11°,2°,Neblina,4Km/h
SCQ,Santiago de Compostela,2025-01-07,2025-01-19,3°,3°,Parcialmente nublado,5Km/h
SDR,Santander,2025-01-07,2025-01-7,13°,7°,Llovizna,11Km/h
SDR,Santander,2025-01-07,2025-01-8,16°,13°,Lluvia moderada a intervalos,15Km/h
SDR,Santander,2025-01-07,2025-01-9,15°,11°,Llovizna,33Km/h
SDR,Santander,2025-01-07,2025-01-10,10°,9°,Lluvia moderada a intervalos,8Km/h
SDR,Santander,2025-01-07,2025-01-11,11°,8°,Parcialmente nublado,8Km/h
SDR,Santander,2025-01-07,2025-01-12,10°,7°,Despejado,14Km/h
SDR,Santander,2025-01-07,2025-01-13,10°,7°,Llovizna,7Km/h
SDR,Santander,2025-01-07,2025-01-14,9°,6°,Cielo cubierto,17Km/h
SDR,Santander,2025-01-07,2025-01-15,12°,6°,Soleado,7Km/h
SDR,Santander,2025-01-07,2025-01-16,12°,9°,Cielo cubierto,11Km/h
SDR,Santander,2025-01-07,2025-01-17,11°,8°,Lluvia moderada a intervalos,10Km/h
SDR,Santander,2025-01-07,2025-01-18,11°,8°,Parcialmente nublado,5Km/h
SDR,Santander,2025-01-07,2025-01-19,7°,4°,Parcialmente nublado,6Km/h
SVQ,Sevilla,2025-01-07,2025-01-7,16°,7°,Parcialmente nublado,2Km/h
SVQ,Sevilla,2025-01-07,2025-01-8,18°,8°,Lluvia moderada a intervalos,20Km/h
SVQ,Sevilla,2025-01-07,2025-01-9,17°,12°,Ligeras precipitaciones,12Km/h
SVQ,Sevilla,2025-01-07,2025-01-10,18°,11°,Nublado,11Km/h
SVQ,Sevilla,2025-01-07,2025-01-11,19°,10°,Nublado,11Km/h
SVQ,Sevilla,2025-01-07,2025-01-12,13°,7°,Cielo cubierto,4Km/h
SVQ,Sevilla,2025-01-07,2025-01-13,13°,6°,Cielo cubierto,5Km/h
SVQ,Sevilla,2025-01-07,2025-01-14,14°,8°,Lluvia moderada a intervalos,12Km/h
SVQ,Sevilla,2025-01-07,2025-01-15,14°,6°,Lluvia moderada a intervalos,11Km/h
SVQ,Sevilla,2025-01-07,2025-01-16,10°,9°,Ligeras lluvias,11Km/h
SVQ,Sevilla,2025-01-07,2025-01-17,12°,9°,Ligeras precipitaciones,4Km/h
SVQ,Sevilla,2025-01-07,2025-01-18,15°,7°,Neblina,9Km/h
SVQ,Sevilla,2025-01-07,2025-01-19,8°,5°,Parcialmente nublado,12Km/h
TFN,Tenerife,2025-01-07,2025-01-7,19°,18°,Parcialmente nublado,3Km/h
TFN,Tenerife,2025-01-07,2025-01-8,20°,18°,Nublado,16Km/h
TFN,Tenerife,2025-01-07,2025-01-9,21°,19°,Despejado,27Km/h
TFN,Tenerife,2025-01-07,2025-01-10,20°,19°,Despejado,28Km/h
TFN,Tenerife,2025-01-07,2025-01-11,21°,18°,Despejado,27Km/h
TFN,Tenerife,2025-01-07,2025-01-12,21°,19°,Despejado,34Km/h
TFN,Tenerife,2025-01-07,2025-01-13,21°,19°,Despejado,23Km/h
TFN,Tenerife,2025-01-07,2025-01-14,19°,17°,Lluvia moderada a intervalos,24Km/h
TFN,Tenerife,2025-01-07,2025-01-15,18°,16°,Llovizna a intervalos,8Km/h
TFN,Tenerife,2025-01-07,2025-01-16,18°,17°,Lluvia moderada a intervalos,19Km/h
TFN,Tenerife,2025-01-07,2025-01-17,19°,16°,Despejado,22Km/h
TFN,Tenerife,2025-01-07,2025-01-18,18°,17°,Despejado,4Km/h
TFN,Tenerife,2025-01-07,2025-01-19,17°,17°,Parcialmente nublado,5Km/h
TFS,Tenerife,2025-01-07,2025-01-7,19°,18°,Parcialmente nublado,3Km/h
TFS,Tenerife,2025-01-07,2025-01-8,20°,18°,Nublado,16Km/h
TFS,Tenerife,2025-01-07,2025-01-9,21°,19°,Despejado,27Km/h
TFS,Tenerife,2025-01-07,2025-01-10,20°,19°,Despejado,28Km/h
TFS,Tenerife,2025-01-07,2025-01-11,21°,18°,Despejado,27Km/h
TFS,Tenerife,2025-01-07,2025-01-12,21°,19°,Despejado,34Km/h
TFS,Tenerife,2025-01-07,2025-01-13,21°,19°,Despejado,23Km/h
TFS,Tenerife,2025-01-07,2025-01-14,19°,17°,Lluvia moderada a intervalos,24Km/h
TFS,Tenerife,2025-01-07,2025-01-15,18°,16°,Llovizna a intervalos,8Km/h
TFS,Tenerife,2025-01-07,2025-01-16,18°,17°,Lluvia moderada a intervalos,19Km/h
TFS,Tenerife,2025-01-07,2025-01-17,19°,16°,Despejado,22Km/h
TFS,Tenerife,2025-01-07,2025-01-18,18°,17°,Despejado,4Km/h
TFS,Tenerife,2025-01-07,2025-01-19,17°,17°,Parcialmente nublado,5Km/h
VLC,Valencia,2025-01-07,2025-01-7,15°,8°,Parcialmente nublado,26Km/h
VLC,Valencia,2025-01-07,2025-01-8,18°,11°,Despejado,12Km/h
VLC,Valencia,2025-01-07,2025-01-9,17°,13°,Nublado,28Km/h
VLC,Valencia,2025-01-07,2025-01-10,17°,10°,Parcialmente nublado,7Km/h
VLC,Valencia,2025-01-07,2025-01-11,15°,8°,Parcialmente nublado,17Km/h
VLC,Valencia,2025-01-07,2025-01-12,11°,4°,Cielo cubierto,4Km/h
VLC,Valencia,2025-01-07,2025-01-13,11°,4°,Parcialmente nublado,8Km/h
VLC,Valencia,2025-01-07,2025-01-14,13°,9°,Lluvia moderada a intervalos,20Km/h
VLC,Valencia,2025-01-07,2025-01-15,13°,10°,Lluvia moderada a intervalos,15Km/h
VLC,Valencia,2025-01-07,2025-01-16,12°,10°,Ligeras precipitaciones,8Km/h
VLC,Valencia,2025-01-07,2025-01-17,14°,10°,Lluvia moderada a intervalos,12Km/h
VLC,Valencia,2025-01-07,2025-01-18,16°,11°,Ligeras precipitaciones,9Km/h
VLC,Valencia,2025-01-07,2025-01-19,8°,8°,Parcialmente nublado,9Km/h
VGO,Vigo,2025-01-07,2025-01-7,14°,9°,Lluvias con tormenta fuertes o moderadas en la región,31Km/h
VGO,Vigo,2025-01-07,2025-01-8,14°,12°,Fuertes lluvias,29Km/h
VGO,Vigo,2025-01-07,2025-01-9,14°,12°,Ligeras precipitaciones,8Km/h
VGO,Vigo,2025-01-07,2025-01-10,13°,8°,Cielo cubierto,5Km/h
VGO,Vigo,2025-01-07,2025-01-11,16°,9°,Despejado,9Km/h
VGO,Vigo,2025-01-07,2025-01-12,15°,8°,Despejado,8Km/h
VGO,Vigo,2025-01-07,2025-01-13,13°,8°,Lluvia moderada a intervalos,14Km/h
