code,ciudad,fecha_datos,fecha_prevision,t_max,t_min,Clima,Viento
ILD,Lleida,2025-01-08,2025-01-19,13°,7°,Parcialmente nublado,2Km/h
ILD,Lleida,2025-01-08,2025-01-20,13°,5°,Cielo cubierto,26Km/h
ILD,Lleida,2025-01-08,2025-01-21,7°,4°,Lluvia moderada a intervalos,18Km/h
ACE,Lanzarote,2025-01-08,2025-01-8,21°,13°,Nublado,10Km/h
ACE,Lanzarote,2025-01-08,2025-01-9,23°,15°,Parcialmente nublado,11Km/h
ACE,Lanzarote,2025-01-08,2025-01-10,23°,15°,Despejado,17Km/h
ACE,Lanzarote,2025-01-08,2025-01-11,24°,15°,Despejado,19Km/h
ACE,Lanzarote,2025-01-08,2025-01-12,22°,15°,Parcialmente nublado,32Km/h
ACE,Lanzarote,2025-01-08,2025-01-13,21°,15°,Parcialmente nublado,35Km/h
ACE,Lanzarote,2025-01-08,2025-01-14,20°,14°,Lluvia moderada a intervalos,31Km/h
ACE,Lanzarote,2025-01-08,2025-01-15,21°,14°,Despejado,21Km/h
ACE,Lanzarote,2025-01-08,2025-01-16,20°,13°,Lluvia moderada a intervalos,19Km/h
ACE,Lanzarote,2025-01-08,2025-01-17,20°,13°,Lluvia moderada a intervalos,23Km/h
ACE,Lanzarote,2025-01-08,2025-01-18,20°,13°,Ligeras precipitaciones,32Km/h
ACE,Lanzarote,2025-01-08,2025-01-19,20°,14°,Lluvia moderada a intervalos,23Km/h
ACE,Lanzarote,2025-01-08,2025-01-20,20°,13°,Parcialmente nublado,28Km/h
ACE,Lanzarote,2025-01-08,2025-01-21,20°,13°,Lluvia moderada a intervalos,18Km/h
GMZ,La Gomera,2025-01-08,2025-01-8,19°,18°,Cielo cubierto,10Km/h
GMZ,La Gomera,2025-01-08,2025-01-9,20°,18°,Despejado,8Km/h
GMZ,La Gomera,2025-01-08,2025-01-10,20°,19°,Despejado,5Km/h
GMZ,La Gomera,2025-01-08,2025-01-11,21°,19°,Despejado,6Km/h
GMZ,La Gomera,2025-01-08,2025-01-12,20°,19°,Despejado,18Km/h
GMZ,La Gomera,2025-01-08,2025-01-13,19°,18°,Despejado,19Km/h
GMZ,La Gomera,2025-01-08,2025-01-14,19°,18°,Despejado,15Km/h
GMZ,La Gomera,2025-01-08,2025-01-15,18°,17°,Soleado,8Km/h
GMZ,La Gomera,2025-01-08,2025-01-16,19°,17°,Parcialmente nublado,12Km/h
GMZ,La Gomera,2025-01-08,2025-01-17,18°,17°,Despejado,13Km/h
GMZ,La Gomera,2025-01-08,2025-01-18,18°,17°,Lluvia moderada a intervalos,19Km/h
GMZ,La Gomera,2025-01-08,2025-01-19,17°,16°,Lluvia moderada a intervalos,19Km/h
GMZ,La Gomera,2025-01-08,2025-01-20,18°,17°,Lluvia moderada a intervalos,15Km/h
GMZ,La Gomera,2025-01-08,2025-01-21,18°,17°,Lluvia moderada a intervalos,25Km/h
SLM,Salamanca,2025-01-08,2025-01-8,9°,7°,Lluvia moderada a intervalos,27Km/h
SLM,Salamanca,2025-01-08,2025-01-9,12°,6°,Nublado,12Km/h
SLM,Salamanca,2025-01-08,2025-01-10,14°,4°,Cielo cubierto,13Km/h
SLM,Salamanca,2025-01-08,2025-01-11,15°,8°,Lluvia moderada a intervalos,6Km/h
SLM,Salamanca,2025-01-08,2025-01-12,11°,3°,Parcialmente nublado,13Km/h
SLM,Salamanca,2025-01-08,2025-01-13,7°,-3°,Despejado,12Km/h
SLM,Salamanca,2025-01-08,2025-01-14,9°,-2°,Despejado,6Km/h
SLM,Salamanca,2025-01-08,2025-01-15,10°,-1°,Despejado,6Km/h
SLM,Salamanca,2025-01-08,2025-01-16,10°,0°,Despejado,6Km/h
SLM,Salamanca,2025-01-08,2025-01-17,11°,1°,Parcialmente nublado,12Km/h
SLM,Salamanca,2025-01-08,2025-01-18,10°,1°,Parcialmente nublado,18Km/h
SLM,Salamanca,2025-01-08,2025-01-19,9°,2°,Neblina,10Km/h
SLM,Salamanca,2025-01-08,2025-01-20,12°,3°,Despejado,12Km/h
SLM,Salamanca,2025-01-08,2025-01-21,8°,0°,Parcialmente nublado,6Km/h
XRY,Jerez,2025-01-08,2025-01-8,17°,10°,Parcialmente nublado,15Km/h
XRY,Jerez,2025-01-08,2025-01-9,17°,15°,Ligeras precipitaciones,6Km/h
XRY,Jerez,2025-01-08,2025-01-10,19°,14°,Neblina,7Km/h
XRY,Jerez,2025-01-08,2025-01-11,19°,13°,Lluvia moderada a intervalos,10Km/h
XRY,Jerez,2025-01-08,2025-01-12,19°,12°,Despejado,14Km/h
XRY,Jerez,2025-01-08,2025-01-13,14°,8°,Lluvia moderada a intervalos,8Km/h
XRY,Jerez,2025-01-08,2025-01-14,14°,7°,Despejado,6Km/h
XRY,Jerez,2025-01-08,2025-01-15,15°,7°,Despejado,6Km/h
XRY,Jerez,2025-01-08,2025-01-16,16°,8°,Despejado,6Km/h
XRY,Jerez,2025-01-08,2025-01-17,15°,9°,Ligeras precipitaciones,9Km/h
XRY,Jerez,2025-01-08,2025-01-18,15°,8°,Lluvia moderada a intervalos,2Km/h
XRY,Jerez,2025-01-08,2025-01-19,13°,7°,Parcialmente nublado,8Km/h
XRY,Jerez,2025-01-08,2025-01-20,16°,11°,Lluvia moderada a intervalos,10Km/h
XRY,Jerez,2025-01-08,2025-01-21,14°,10°,Lluvia moderada a intervalos,20Km/h
VLL,Valladolid,2025-01-08,2025-01-8,10°,6°,Llovizna,35Km/h
VLL,Valladolid,2025-01-08,2025-01-9,12°,6°,Lluvia moderada a intervalos,11Km/h
VLL,Valladolid,2025-01-08,2025-01-10,12°,4°,Cielo cubierto,15Km/h
VLL,Valladolid,2025-01-08,2025-01-11,15°,7°,Nublado,5Km/h
VLL,Valladolid,2025-01-08,2025-01-12,11°,2°,Parcialmente nublado,15Km/h
VLL,Valladolid,2025-01-08,2025-01-13,8°,-2°,Despejado,9Km/h
VLL,Valladolid,2025-01-08,2025-01-14,9°,-2°,Despejado,5Km/h
VLL,Valladolid,2025-01-08,2025-01-15,9°,0°,Parcialmente nublado,5Km/h
VLL,Valladolid,2025-01-08,2025-01-16,11°,1°,Despejado,6Km/h
VLL,Valladolid,2025-01-08,2025-01-17,11°,2°,Despejado,11Km/h
VLL,Valladolid,2025-01-08,2025-01-18,11°,2°,Parcialmente nublado,18Km/h
VLL,Valladolid,2025-01-08,2025-01-19,11°,3°,Llovizna a intervalos,11Km/h
VLL,Valladolid,2025-01-08,2025-01-20,11°,3°,Cielo cubierto,2Km/h
VLL,Valladolid,2025-01-08,2025-01-21,7°,2°,Lluvia moderada a intervalos,12Km/h
LEN,León,2025-01-08,2025-01-8,10°,7°,Ligeras lluvias,31Km/h
LEN,León,2025-01-08,2025-01-9,12°,5°,Lluvia moderada a intervalos,5Km/h
LEN,León,2025-01-08,2025-01-10,12°,4°,Cielo cubierto,9Km/h
LEN,León,2025-01-08,2025-01-11,14°,6°,Lluvia moderada a intervalos,10Km/h
LEN,León,2025-01-08,2025-01-12,11°,2°,Despejado,15Km/h
LEN,León,2025-01-08,2025-01-13,11°,0°,Despejado,3Km/h
LEN,León,2025-01-08,2025-01-14,8°,-2°,Despejado,5Km/h
LEN,León,2025-01-08,2025-01-15,9°,-1°,Despejado,6Km/h
LEN,León,2025-01-08,2025-01-16,9°,-1°,Nublado,6Km/h
LEN,León,2025-01-08,2025-01-17,9°,1°,Despejado,6Km/h
LEN,León,2025-01-08,2025-01-18,11°,1°,Despejado,6Km/h
LEN,León,2025-01-08,2025-01-19,12°,3°,Nublado,10Km/h
LEN,León,2025-01-08,2025-01-20,12°,2°,Nublado,14Km/h
LEN,León,2025-01-08,2025-01-21,7°,0°,Despejado,12Km/h
RGS,Burgos,2025-01-08,2025-01-8,9°,7°,Ligeras lluvias,38Km/h
RGS,Burgos,2025-01-08,2025-01-9,10°,6°,Lluvia moderada a intervalos,14Km/h
RGS,Burgos,2025-01-08,2025-01-10,11°,4°,Cielo cubierto,18Km/h
RGS,Burgos,2025-01-08,2025-01-11,12°,5°,Llovizna,11Km/h
RGS,Burgos,2025-01-08,2025-01-12,8°,0°,Lluvia moderada a intervalos,21Km/h
RGS,Burgos,2025-01-08,2025-01-13,5°,-3°,Despejado,10Km/h
RGS,Burgos,2025-01-08,2025-01-14,8°,-2°,Despejado,6Km/h
RGS,Burgos,2025-01-08,2025-01-15,9°,-1°,Cielo cubierto,4Km/h
RGS,Burgos,2025-01-08,2025-01-16,10°,1°,Despejado,6Km/h
RGS,Burgos,2025-01-08,2025-01-17,10°,1°,Despejado,8Km/h
RGS,Burgos,2025-01-08,2025-01-18,9°,1°,Parcialmente nublado,7Km/h
RGS,Burgos,2025-01-08,2025-01-19,10°,3°,Cielo cubierto,15Km/h
RGS,Burgos,2025-01-08,2025-01-20,9°,2°,Despejado,12Km/h
RGS,Burgos,2025-01-08,2025-01-21,3°,-3°,Fuertes nevadas,13Km/h
VDE,La Gomera,2025-01-08,2025-01-8,19°,18°,Cielo cubierto,10Km/h
VDE,La Gomera,2025-01-08,2025-01-9,20°,18°,Despejado,8Km/h
VDE,La Gomera,2025-01-08,2025-01-10,20°,19°,Despejado,5Km/h
VDE,La Gomera,2025-01-08,2025-01-11,21°,19°,Despejado,6Km/h
VDE,La Gomera,2025-01-08,2025-01-12,20°,19°,Despejado,18Km/h
VDE,La Gomera,2025-01-08,2025-01-13,19°,18°,Despejado,19Km/h
VDE,La Gomera,2025-01-08,2025-01-14,19°,18°,Despejado,15Km/h
VDE,La Gomera,2025-01-08,2025-01-15,18°,17°,Soleado,8Km/h
VDE,La Gomera,2025-01-08,2025-01-16,19°,17°,Parcialmente nublado,12Km/h
VDE,La Gomera,2025-01-08,2025-01-17,18°,17°,Despejado,13Km/h
VDE,La Gomera,2025-01-08,2025-01-18,18°,17°,Lluvia moderada a intervalos,19Km/h
VDE,La Gomera,2025-01-08,2025-01-19,17°,16°,Lluvia moderada a intervalos,19Km/h
VDE,La Gomera,2025-01-08,2025-01-20,18°,17°,Lluvia moderada a intervalos,15Km/h
VDE,La Gomera,2025-01-08,2025-01-21,18°,17°,Lluvia moderada a intervalos,25Km/h
